Cement,Fine_Aggregates,Coarse_Aggregates,Water,Water_reducing_Admixture,Fly_Ash,Accelerating_Agent,Silica_Fume,Time,Strength
247,838,1064,168,4.277,82,0,0,28,34.2
346,807,987,173,6.495,87,0,0,28,46.3
328,818,1000,172,6.15,82,0,0,28,53.7
367,749,1034,170,6.258,80,0,0,28,47.4
336,761,1051,168,5.46,84,0,0,28,47.5
305,816,1039,164,4.953,76,0,0,28,48.85
491,719,1078,157,7.365,0,0,0,28,67.3
247,837,1066,168,3.948,82,0,0,28,39.95
206,890,1088,171,3.012,45,0,0,28,28.4
245,1510,0,290,0,0,0,0,28,9.8
275,1510,0,285,0,0,0,0,28,13.7
315,1510,0,280,0,0,0,0,28,19.7
343,814,1035,163,5.852,75,0,0,28,51.5
303,821,1046,163,5.18,67,0,0,28,42.1
199,893,1049,175,2.92,44,0,0,28,17.9
497,753,1041,159,7.455,0,0,0,28,62.8
481.8181818,742,1067,159,7.215,0,0,0,28,66.55
365,786,1042,163,6.006,64,0,0,28,50
491,717,1075,157,7.365,50,0,0,28,60.8
491,735,1057,157,7.365,0,0,0,28,61
305,798,1057,164,4.953,76,0,0,28,44.9
328,782,1036,172,6.15,82,0,0,28,44.41666667
354,748,1032,177,6.645,89,0,0,28,47.83333333
383,739,1063,167,5.863,68,0,0,28,51.43333333
344,809,989,172,6.45,86,0,0,28,46.88333333
328,818,1000,172,6.15,82,0,0,28,41.1
328,836,982,172,5.74,82,0,0,28,45.93333333
298,874,985,168,5.222,75,0,0,28,41.35
347,822,966,178,6.51,87,0,0,28,45.75
330,835,980,173,6.18,82,0,0,28,41.96666667
285,862,1011,171,4.628,71,0,0,28,36.15
265,892,1005,172,4.303,66,0,0,28,30.21666667
238,924,1002,176,3.874,60,0,0,28,25.41666667
226,935,1012,170,3.679,57,0,0,28,17.98333333
350,819,1002,171,6.132,88,0,0,28,49.73333333
494,713,1071,163,7.41,0,0,0,28,61
346,807,1027,164,6.048,86,0,0,28,49.7
318,828,1011,163,5.575,80,0,0,28,44.78333333
289,865,1015,159,5.054,72,0,0,28,40.3
357,746,1073,165,5.798,89,0,0,28,49.56666667
356,819,1000,166,6.23,89,0,0,28,49.48333333
497,696,1088,159,7.455,0,0,0,28,59.46666667
252,936,975,172,3.267,45,0,0,28,21.05
263,911,987,173,3.708,46,0,0,28,24.65
283,873,1024,170,4.329,50,0,0,28,32.7
308,859,1009,170,4.344,54,0,0,28,34.95
328,867,977,170,5.404,58,0,0,28,43.8
354,850,958,175,6.255,63,0,0,28,44.9
348,859,969,172,5.74,62,0,0,28,45.25
374,866,938,176,6.16,66,0,0,28,45.15
385,790,1005,172,6.342,68,0,0,28,49.75
400,869,979,172,6,0,0,0,28,45.4
491,715,1072,162,6.383,0,0,0,28,61.95
358,795,1054,160,5.473,63,0,0,28,53.6
361,830,975,170,5.525,64,0,0,28,46.1
351,812,1034,161,5.369,62,0,0,28,44.65
340,841,987,172,5.6,60,0,0,28,43.95
324,853,1002,164,5.334,57,0,0,28,41.75
293,871,1022,162,4.83,52,0,0,28,35.15
251,885,1038,162,4.13,44,0,0,28,32.05
231,886,1039,163,3.536,41,0,0,28,26.45
207,898,1054,165,2.916,36,0,0,28,22.9
355,795,1054,163,5.434,63,0,0,28,50.55
322,836,1022,163,5.306,57,0,0,28,40.15
257,862,1053,163,4.228,45,0,0,28,29.2
365,850,998,163,5.577,64,0,0,28,53.15
497,772,1007,164,7.455,60,0,0,28,64.55
236,927,1004,174,2.95,59,0,0,28,23.9
259,855,1046,175,3.24,65,0,0,28,30.1
285,842,1028,174,3.56,71,0,0,28,35.2
317,823,1007,174,3.95,79,0,0,28,39.8
331,814,994,178,0.05796,83,0,0,28,39.3
371,810,991,168,4.741,60,0,0,28,45.7
340,816,998,166,4.62,80,0,0,28,45.8
391,803,982,166,5.388,58,0,0,28,50.2
222,846,1035,161,3.938,136,0,0,28,38.5
395,782,996,168,5.448,59,0,0,28,51.3
328,813,954,164,7.035,141,0,0,28,50.3
491,775,1027,157,7.37,0,0,0,28,60.5
491,811,991,157,7.86,0,0,0,28,63.8
390,650,1208,152,4.68,0,0,0,28,5.6
250,1638,0,230,0,0,0,0,28,12.1
310,1638,0,250,0,0,0,0,28,15.4
581,1229,0,310,0,0,0,0,28,30.3
840,993,0,365,0,0,0,0,28,41.3
454,839,839,218,0,0,27.24,0,28,29.6
489,823,823,215,0,0,24.45,0,28,35.1
368,794,1011,167,6.42,60,0,0,28,48.31
339,793,1009,174,4.2,85,0,0,28,53
305,818,1041,160,3.8,76,0,0,28,56.3
270,1630,0,270,0,0,0,0,28,12.2
315,1630,0,285,0,0,0,0,28,18.4
400,1630,0,290,0,0,0,0,28,27.1
251,858,1048,160,3.1,63,0,0,28,45.4
216,860,1052,160,3.1,92,0,0,28,40.2
246,822,1091,160,3.1,62,0,0,28,44.5
213,827,1052,167,3,91,0,0,28,38.7
211,844,1074,160,3,91,0,0,28,53.2
324,837,1022,160,3.8,57,0,0,28,58.8
316,822,1046,160,3.7,56,0,0,28,53.1
300,828,1012,160,4,100,0,0,28,48.7
358,800,1020,160,5.1,63,0,0,28,53.7
958,958,0,384,7.7,0,0,0,28,71.7
650,1630,0,310,0,0,0,0,28,43.9
439,685,1118,158,4.39,0,0,0,28,60.1
444,682,1114,160,4.44,0,0,0,28,59
369,787,1043,165,5.21,65,0,0,28,61.4
367,771,1067,160,5.19,65,0,0,28,65.6
421,736,1060,150,6.29,48,0,15,28,76.3
435,746,1030,155,6.5,50,0,15,28,69.9
210,858,1137,158,2.47,37,0,0,28,23.8
244,909,1066,158,3.44,43,0,0,28,28.6
269,810,1166,158,3.48,47,0,0,28,36.4
477,798,865,210,4.77,0,33.4,0,28,37.7
335,782,1125,158,4.62,50,0,0,28,42
330,782,1081,165,5.23,72,0,0,28,41.6
362,769,1107,158,5.41,54,0,0,28,46.3
488,756,888,210,3.9,0,34.12,0,28,42.6
277,881,993,180,5.19,69,0,0,28,34.65
253,895,1010,180,4.74,63,0,0,28,28.55
395,881,954,170,5.925,0,0,0,28,41.45
257,883,1080,180,3.341,0,0,0,28,25.1
275,878,1074,173,3.85,0,0,0,28,30.9
330,819,1086,165,4.95,0,0,0,28,36.85
360,789,1089,162,5.4,0,0,0,28,42.65
373,871,944,170,8.3,42,0,0,28,43.25
251,924,1002,195,5.58,28,0,0,28,24.85
270,902,1018,180,6,30,0,0,28,30.95
315,863,1012,175,7,35,0,0,28,35.7
354,829,1013,165,7.86,39,0,0,28,44.35
373,871,944,170,8.3,42,0,0,28,42.25
251,924,1002,195,5.58,28,0,0,28,23.15
270,902,1018,180,6,30,0,0,28,29.75
315,863,1012,175,7,35,0,0,28,34.55
354,829,1013,165,7.86,39,0,0,28,41.15
373,871,944,170,8.3,42,0,0,28,41.15
251,924,1002,195,5.58,28,0,0,28,23.3
270,902,1018,180,6,30,0,0,28,29.75
315,863,1012,175,7,35,0,0,28,34.85
354,829,1013,165,7.86,39,0,0,28,41.6
373,871,944,170,8.3,42,0,0,28,43.3
251,924,1002,195,5.58,28,0,0,28,24.1
270,902,1018,180,6,30,0,0,28,30.45
315,863,1012,175,7,35,0,0,28,37.1
354,829,1013,165,7.86,39,0,0,28,43.25
315,863,1012,175,7,35,0,0,28,37.1
354,829,1013,165,7.86,39,0,0,28,43.25
251,924,1002,195,12.555,28,0,0,28,23.05
424,743,1026,160,8.478,47,0,0,28,52.8
369,838,984,168,12.3,41,0,0,28,41.8
497,702,1097,154,8.946,0,0,0,28,64.5
528,791,791,190,5.28,0,31.68,0,28,33.95
475,772,1023,155,6,0,0,25,28,67.15
460,778,1032,155,5.82,0,0,25,28,67.9
470,773,1024,158,5.94,0,0,25,28,69.9
340,848,957,170,5.1,85,0,0,28,43.25
206,980,980,165,2.75,69,0,0,28,22.55
225,968,967,165,3,75,0,0,28,28
257,895,1010,165,3.3,73,0,0,28,33.95
276,882,994,170,3.54,78,0,0,28,38.85
366,861,933,170,4.36,70,0,0,28,43.9
424,759,1005,165,5.65,47,0,0,28,51.95
462,761,1009,161,6.23,57,0,0,28,62.3
234,980,980,165,2.75,41,0,0,28,22.85
276,921,997,165,3.17,41,0,0,28,28.65
303,873,1025,165,3.37,34,0,0,28,34.6
337,837,1023,165,3.75,38,0,0,28,40
392,825,969,170,4.36,44,0,0,28,44.5
401,823,966,165,5.35,45,0,0,28,49.65
478,783,1037,153,5.74,0,0,0,28,62.15
340,848,957,170,5.1,85,0,0,28,43.5
276,882,994,170,3.54,78,0,0,28,39.1
389,764,1014,165,5.5,69,0,0,28,50
206,980,980,165,2.75,69,0,0,28,25
257,895,1011,165,3.3,73,0,0,28,34.9
358,820,963,170,5.81,89,0,0,28,46.7
235,890,1045,165,3,65,0,0,28,25.4
395,781,1036,157,5.71,62,0,19,28,60.9
409,761,1051,151,5.84,54,0,24,28,66.4
391,759,996,156,6.85,78,0,20,28,72.5
391,758,996,156,6.36,78,0,20,28,72.6
416,776,1029,156,6.36,73,0,0,28,63.8
489,776,1029,156,6.846,0,0,0,28,61.2
440,776,1029,156,6.85,49,0,0,28,60.4
208,893,1091,156,3.12,52,0,0,28,25.05
232,878,1072,160,3.48,58,0,0,28,29.65
256,864,1056,160,3.84,64,0,0,28,37.75
308,883,959,173,5.39,77,0,0,28,43.2
306,880,992,168,4.32,54,0,0,28,42.7
216,789,1089,162,5.04,144,0,0,28,38.9
351,774,1068,168,5.46,39,0,0,28,47.7
445,757,1046,152,8.91,50,0,0,28,67.2
382,802,1064,159,7.65,43,0,0,28,56.05
382,784,1082,159,7.65,43,0,0,28,56.05
480,800,1018,152,8.64,0,0,0,28,66.05
520,770,1063,147,9.36,0,0,0,28,69.05
330,869,942,159,7.31,100,0,0,28,49
352,806,342,168,7.2,48,0,0,28,48.3
206,843,372.3333333,165,4.12,69,0,0,28,31.45
225,832,367.6666667,165,4.5,75,0,0,28,37.2
264,781,374.6666667,165,4.95,66,0,0,28,40.6
307,725,379.3333333,165,5.62,68,0,0,28,49.1
363,730,381.3333333,165,7.42,49,0,0,28,48.7
401,717,374,165,8.03,45,0,0,28,54
201,942,1020,166,4.08,71,0,0,28,29
250,913,1029,174,5.02,84,0,0,28,36.45
292,863,1054,168,5.48,73,0,0,28,45.25
321,851,1040,168,7.04,70,0,0,28,45.45
359,797,1057,164,7.78,73,0,0,28,50.6
405,803,1022,170,7.29,0,0,0,28,39.5
379,743,1115,163,5.685,0,0,0,28,38.6
321,802,1107,170,4.815,0,0,0,28,28.2
395,807,1028,170,7.11,0,0,0,28,39.7
366,787,1086,161,5.856,0,0,0,28,39.5
318,839,1068,175,4.77,0,0,0,28,28
436,700,1094,170,7.85,0,0,0,28,51.15
344,757,1134,165,6.19,0,0,0,28,42.65
275,843,1117,165,4.95,0,0,0,28,40.95
316,807,1028,170,5.925,79,0,0,28,41.7
316,742,1113,150,5.925,79,0,0,28,47.15
346,688,1123,156,6.495,87,0,0,28,51.9
395,742,1113,150,5.925,0,0,0,28,48.15
433,688,1123,156,6.495,0,0,0,28,53.9
362,750,1125,163,5.43,0,0,0,28,41.3
254,872,1109,165,4.57,0,0,0,28,33.3
344,756,1135,165,6.19,0,0,0,28,42.65
436,700,1094,170,7.85,0,0,0,28,51.15
427,710,1158,155,7.69,0,0,0,28,55.2
395,738,1107,160,7.11,0,0,0,28,52.55
380,777,1073,170,6.84,0,0,0,28,44.65
366,750,1124,160,5.5,0,0,0,28,48.5
385,864,974,177,6.93,0,0,0,28,44.65
377,817,1040,166,5.66,0,0,0,28,40.4
391,827,1010,172,7.04,0,0,0,28,44.5
391,827,1010,172,7.04,0,0,0,28,47.3
385,864,974,177,6.93,0,0,0,28,42.05
327,875,1028,170,4.58,0,0,0,28,33.6
344,870,1021,165,5.16,0,0,0,28,35.85
377,817,1040,166,5.66,0,0,0,28,42.9
398,809,1030,163,6.37,0,0,0,28,45.35
297,925,1003,175,3.86,0,0,0,28,27.3
398,756,1067,159,6.37,0,0,0,28,51.8
377,782,1079,162,5.66,0,0,0,28,48.35
304,847,1079,170,4.25,0,0,0,28,35.2
338,828,1011,163,7.16,60,0,0,28,42.35
426,718,1124,162,7.24,0,0,0,28,58.4
372,714,1116,162,7.45,66,0,0,28,57.7
322,836,1022,163,6.82,57,0,0,28,53
330,795,1054,163,6.21,58,0,0,28,49.85
300,818,1042,165,5.63,75,0,0,28,49.15
319,818,1042,165,5.63,56,0,0,28,48.65
286,864,1014,165,5.06,51,0,0,28,46.1
273,864,1015,170,4.49,48,0,0,28,39.65
249,890,1004,173,3.81,44,0,0,28,36.05
225,821,1105,158,4.512,151,0,0,7,29.5
377,785,1084,160,5.652,195,0,0,7,43.2
382,731,1144,148,8.586,95,0,0,7,52.1
394,725,1134,148,8.874,99,0,0,7,53.1
382,740,1110,168,5.73,0,0,0,7,38.4
400,733,1099,168,6,0,0,0,7,42.5
345,757,1136,162,5.175,0,0,0,7,35.2
314,770,1156,160,4.71,0,0,0,7,30.5
300,774,1161,165,4.2,0,0,0,7,26.8
274,762,1144,170,2.466,0,0,0,7,22.5
384,776,1072,168,5.76,0,0,0,7,40.3
400,753,1129,168,6,0,0,0,7,45.6
260,810,1030,162,5.6,140,0,0,7,23.9
384,776,1072,168,5.76,0,0,0,7,40.3
400,753,1129,168,6,0,0,0,7,45.6
382,740,1110,168,5.73,0,0,0,7,35
400,733,1099,168,6,0,0,0,7,37.6
345,757,1136,162,4.14,0,0,0,7,34.2
314,770,1156,160,3.768,0,0,0,7,28.8
300,774,1161,165,3.6,0,0,0,7,23.5
278,779,1168,175,3.336,0,0,0,7,19.6
391,736,1105,168,5.865,0,0,0,7,38.4
400,753,1129,168,6,0,0,0,7,43.6
484,722,1084,160,7.26,0,0,0,7,56
391,736,1105,168,5.865,0,0,0,7,38.4
400,753,1129,168,6,0,0,0,7,43.6
382,740,1110,168,5.73,0,0,0,7,35.3
400,733,1099,168,6,0,0,0,7,38
345,757,1136,162,4.14,0,0,0,7,33.8
314,770,1156,160,3.768,0,0,0,7,29.1
300,774,1161,165,3.6,0,0,0,7,23.3
278,759,1138,175,3.336,0,0,0,7,19.8
391,736,1105,168,5.865,0,0,0,7,38.5
400,753,1129,168,6,0,0,0,7,43.3
484,722,1084,160,7.26,0,0,0,7,55.7
391,736,1105,168,5.865,0,0,0,7,38.5
400,753,1129,168,6,0,0,0,7,43.3
382,759,1091,168,5.73,0,0,0,7,34.6
400,751,1081,168,6,0,0,0,7,38.2
345,776,1117,162,4.14,0,0,0,7,33.8
314,790,1136,160,3.768,0,0,0,7,28.4
300,793,1142,165,3.6,0,0,0,7,23.2
278,816,1081,175,3.336,0,0,0,7,19.8
391,755,1086,168,5.865,0,0,0,7,38
400,772,1110,168,6,0,0,0,7,43.4
484,722,1084,160,7.26,0,0,0,7,56
391,755,1086,168,5.865,0,0,0,7,38
400,772,1110,168,6,0,0,0,7,43.4
382,759,1091,168,5.73,0,0,0,7,35.5
400,751,1081,168,6,0,0,0,7,38.1
345,776,1117,162,4.14,0,0,0,7,34.1
314,790,1136,160,3.768,0,0,0,7,28.4
300,793,1142,165,3.6,0,0,0,7,23.8
278,816,1081,175,3.336,0,0,0,7,19.5
391,755,1086,168,5.865,0,0,0,7,37.8
400,772,1110,168,6,0,0,0,7,43.1
484,722,1084,160,7.26,0,0,0,7,56.1
391,755,1086,168,5.865,0,0,0,7,37.8
400,772,1110,168,6,0,0,0,7,43.1
382,759,1091,168,5.73,0,0,0,7,34.6
400,751,1081,168,6,0,0,0,7,38
345,776,1117,162,4.14,0,0,0,7,34.5
314,790,1136,160,3.768,0,0,0,7,28.4
300,793,1142,165,3.6,0,0,0,7,23
278,816,1081,175,3.336,0,0,0,7,19.3
391,755,1086,168,5.865,0,0,0,7,37.6
400,772,1110,168,6,0,0,0,7,43
484,722,1084,160,7.26,0,0,0,7,56
391,755,1086,168,5.865,0,0,0,7,37.6
400,772,1110,168,6,0,0,0,7,43
240,1580,0,230,0,0,0,0,7,8.5
280,1580,0,230,0,0,0,0,7,11.6
340,1580,0,240,0,0,0,0,7,14.6
420,1580,0,250,0,0,0,0,7,19.8
915,915,0,388,0,0,0,0,7,31.5
240,1580,0,230,0,0,0,0,7,9.1
280,1580,0,230,0,0,0,0,7,11.7
340,1580,0,240,0,0,0,0,7,14.8
420,1580,0,250,0,0,0,0,7,18.9
915,915,0,388,0,0,0,0,7,30.8
240,1580,0,230,0,0,0,0,7,8.8
280,1580,0,230,0,0,0,0,7,12.2
340,1580,0,240,0,0,0,0,7,14.7
420,1580,0,250,0,0,0,0,7,17.9
915,915,0,388,0,0,0,0,7,30.1
380,851,998,171,4.13,0,0,0,7,36.7
360,750,1125,166,4.32,0,0,0,7,35.8
260,869,1107,164,2.6,0,0,0,7,24.1
289,817,1132,165,3.179,0,0,0,7,27.7
324,766,1148,162,3.89,0,0,0,7,33.3
390,833,1017,160,4.18,0,0,0,7,43.1
410,802,1020,168,4.51,0,0,0,7,48.2
455,802,802,241,22.75,0,0,0,7,25.6
482,786,786,246,24.1,0,0,0,7,29.4
410,802,1020,168,4.51,0,0,0,7,49.3
390,833,1017,160,4.18,0,0,0,7,39.7
390,796,1054,160,4.18,0,0,0,7,40.1
410,802,1020,168,4.51,0,0,0,7,49.3
390,851,999,160,4.18,0,0,0,7,41.7
390,851,999,160,4.18,0,0,0,7,40.8
289,817,1132,162,2.89,0,0,0,7,29.5
360,788,1087,165,4.68,0,0,0,7,36.6
380,851,998,171,4.94,0,0,0,7,36.5
360,788,1087,165,3.96,0,0,0,7,38.4
380,851,998,171,5.32,0,0,0,7,37.1
482,786,786,246,38.56,0,0,0,7,28.6
455,802,802,241,36.4,0,0,0,7,25.7
380,851,998,171,5.32,0,0,0,7,41.1
410,802,1020,168,4.92,0,0,0,7,45.4
222,788,1088,155,4.797,147,0,0,7,38
471,660,1124,165,7.065,0,0,0,7,46.3
488,740,1064,158,7.32,0,0,0,7,49.7
482,786,786,246,38.56,0,0,0,7,27.4
455,802,802,241,36.4,0,0,0,7,23.7
410,802,1020,168,4.92,0,0,0,7,47.2
380,851,998,171,5.32,0,0,0,7,38.8
289,817,1132,162,2.89,0,0,0,7,26.4
360,788,1087,165,4.32,0,0,0,7,35.8
260,869,1107,164,2.6,0,0,0,7,23.2
249,738,1107,170,7.06,166,0,0,7,36
390,851,999,160,4.18,0,0,0,7,38.4
324,766,1148,162,3.89,0,0,0,7,28.2
530,670,1090,160,8.48,0,0,0,7,54.6
410,838,1024,168,4.51,0,0,0,7,48.9
482,786,786,246,38.56,0,0,0,7,24.6
455,802,802,241,36.4,0,0,0,7,18.9
530,670,1090,160,8.48,0,0,0,7,53.8
380,851,998,171,5.32,0,0,0,7,32.8
360,788,1087,165,4.32,0,0,0,7,32.4
324,766,1148,162,3.89,0,0,0,7,27.8
289,817,1132,162,2.89,0,0,0,7,22.6
260,869,1107,164,2.6,0,0,0,7,17.1
287,750,1080,165,5.87,148,0,0,7,30.8
390,851,999,160,4.18,0,0,0,7,35.8
410,838,1024,168,4.51,0,0,0,7,40.4
490,740,1064,158,8.82,0,0,0,7,57.8
490,740,1064,158,8.82,0,0,0,7,56.6
490,684,1020,160,7.35,0,0,0,7,55.6
530,670,1088,165,7.95,0,0,0,7,56.7
490,684,1020,160,7.35,0,0,0,7,55.3
530,670,1088,165,7.95,0,0,0,7,57.3
324,766,1148,162,3.89,0,0,0,7,41.1
289,817,1129,165,3.18,0,0,0,7,32.4
360,750,1125,165,4.32,0,0,0,7,39.3
380,851,998,171,5.7,0,0,0,7,40
277,869,1107,164,2.6,0,0,0,7,25.7
455,802,802,241,22.75,0,0,0,7,22.8
482,786,786,246,28.2,0,0,0,7,28.2
390,832,1017,160,4.29,0,0,0,7,47.9
410,801,1020,168,4.51,0,0,0,7,46.6
380,849,996,175,5.32,0,0,0,7,42.2
355,805,1066,174,4.26,0,0,0,7,38.1
320,858,1049,173,3.84,0,0,0,7,33.2
280,876,1070,174,3.36,0,0,0,7,28.2
252,928,1046,174,3.02,0,0,0,7,22.7
360,859,1008,173,4.32,0,0,0,7,42.8
410,785,1041,164,5.74,0,0,0,7,46.9
252,925,1044,179,2.52,0,0,0,7,19.7
280,873,1068,179,2.8,0,0,0,7,23.9
320,858,1049,173,3.84,0,0,0,7,30.6
355,805,1066,174,4.26,0,0,0,7,38.2
380,849,996,175,5.32,0,0,0,7,39.7
360,840,1027,173,4.32,0,0,0,7,38.9
410,785,1041,164,6.15,0,0,0,7,45.3
435,774,1026,165,6.09,0,0,0,7,43.6
495,737,1060,158,6.93,0,0,0,7,53.8
456,806,806,232,31.92,0,0,0,7,23.6
482,791,791,236,33.74,0,0,0,7,28.6
455,804,804,237,22.75,0,0,0,7,23.8
482,789,789,240,24.1,0,0,0,7,30.2
385,725,1184,156,5.78,0,0,0,7,5.7
370,731,1193,156,5.29,0,0,0,7,5.6
345,761,1189,155,4.485,0,0,0,7,4.9
400,850,1040,160,5.2,0,0,0,7,37.1
213,918,1122,147,2.77,0,0,0,7,15.5
280,888,1084,147,3.64,0,0,0,7,26.4
410,787,1043,160,5.33,0,0,0,7,4.3
280,900,1100,150,3.64,0,0,0,7,25.1
320,892,1091,147,4.16,0,0,0,7,33.3
280,880,1120,150,3.64,0,0,0,7,28.1
345,834,1117,145,4.48,0,0,0,7,41.7
250,860,1140,143,3.25,0,0,0,7,21.3
390,857,1048,156,4.68,0,0,0,7,38.2
374,1710,0,278,0,0,0,0,7,20.8
320,1710,0,275,0,0,0,0,7,15.7
916,916,0,317,11,0,0,0,7,31.1
269,1710,0,267,0,0,0,0,7,5.3
340,1710,0,271,0,0,0,0,7,11.2
305,1710,0,269,0,0,0,0,7,7.7
628,1016,0,302,5,0,0,0,7,20.2
380,790,1047,167,5.7,0,0,0,7,31.4
413,726,1090,165,6.2,0,0,0,7,40.9
393,775,1071,165,5.9,0,0,0,7,35.7
302,882,1035,166,3.02,0,0,0,7,17.1
319,865,1055,166,3.83,0,0,0,7,21.8
341,835,1063,167,4.09,0,0,0,7,26.5
365,805,1068,168,4.09,0,0,0,7,30.7
360,807,1070,169,4.32,0,0,0,7,30.5
376,786,1086,158,4.89,0,0,0,7,36
317,866,1058,165,3.8,0,0,0,7,21.3
386,780,1076,162,4.63,0,0,0,7,36.2
476,688,1077,162,7.14,0,0,0,7,51.5
252,931,1050,164,2.52,0,0,0,7,12.4
457,937,751,215,27.42,0,0,0,7,27.4
307,808,1070,215,0,0,0,0,7,21.8
307,808,1070,215,0,0,0,0,7,22
234,858,1091,176,6.05,41,0,0,7,16.9
249,850,1081,176,6.45,44,0,0,7,18.9
287,830,1056,176,7.44,51,0,0,7,26.7
332,807,1026,176,8.99,59,0,0,7,32.5
340,843,1031,176,9.2,60,0,0,7,33.5
249,846,1211,184,5.478,0,0,0,7,18.5
275,835,1106,184,6.05,0,0,0,7,22.9
320,819,1085,176,7.04,0,0,0,7,28.5
359,802,1063,176,8.257,0,0,0,7,33.7
391,866,1017,176,8.993,0,0,0,7,34.5
214,861,1141,184,4.708,0,0,0,7,12.2
354,801,1061,184,7.788,0,0,0,7,23.2
479,743,1070,158,13.891,0,0,0,7,52.2
354,760,1093,158,12.731,0,0,0,7,42.5
431,725,1184,110,12.499,0,0,0,7,5.01
280,864,1100,156,2.5,0,0,0,7,16
380,837,1023,160,5.7,0,0,0,7,33.9
330,843,1072,155,3.96,0,0,0,7,27.7
300,853,1087,160,3,0,0,0,7,22
360,832,1058,150,4.68,0,0,0,7,34.5
395,794,1053,158,6.32,0,0,0,7,37.3
230,1607,0,243,0,0,0,0,7,8.8
260,1609,0,250,0,0,0,0,7,14.4
280,887,1042,171,1.54,0,0,0,7,18.1
323,859,1050,168,2.1,0,0,0,7,24.6
350,856,1046,168,2.625,0,0,0,7,28.3
384,845,1032,169,3.456,0,0,0,7,33.4
384,845,1032,169,3.456,0,0,0,7,33.4
383,859,1008,180,3.447,0,0,0,7,32.8
431,773,1068,168,4.31,0,0,0,7,44.2
431,773,1068,168,4.31,0,0,0,7,43.6
475,711,1112,152,5.7,0,0,0,7,54.9
230,988,987,145,2.3,0,0,0,7,19.8
260,938,1006,156,3.12,0,0,0,7,24.2
300,884,1037,159,3.6,0,0,0,7,25.2
340,869,1020,170,4.08,0,0,0,7,32.2
360,883,995,162,5.4,0,0,0,7,30.9
380,770,1108,152,4.94,0,0,0,7,34.2
400,760,1094,156,6,0,0,0,7,41.2
400,760,1094,156,6,0,0,0,7,42.1
480,699,1093,158,7.2,0,0,0,7,51.4
470,877,809,214,6.5,22.5,0,0,7,11
490,884,816,220,6.7,23,0,0,7,11
247,894,1051,158,3.71,0,0,0,7,21
267,885,1038,160,4.01,0,0,0,7,22.1
300,845,1076,159,4.5,0,0,0,7,27.2
340,832,1058,170,4.76,0,0,0,7,32.4
360,808,1070,162,6.48,0,0,0,7,36.9
380,771,1121,138,5.32,0,0,0,7,35.8
400,760,1094,156,6.8,0,0,0,7,49.5
400,760,1094,156,7.2,0,0,0,7,50.1
490,816,884,220,4.9,23,0,0,7,12.3
470,809,877,214,5.17,22.5,0,0,7,10.2
480,767,1059,144,7.68,0,0,0,7,48.8
460,778,1074,138,7.38,0,0,0,7,52.6
292,898,1055,175,3.212,0,0,0,7,20.9
314,880,1076,160,4.71,0,0,0,7,28.7
360,802,1107,151,5.4,0,0,0,7,38.1
390,842,1028,160,6.24,0,0,0,7,38.5
388,788,1089,155,5.82,0,0,0,7,42.6
415,792,1051,162,6.22,0,0,0,7,42.3
433,751,1080,156,6.93,0,0,0,7,48.1
277,883,1080,180,2.77,0,0,0,7,19.1
286,818,1041,160,5.72,95,0,0,7,38.5
292,898,1055,175,3.212,0,0,0,7,21.3
314,880,1076,160,4.71,0,0,0,7,28.6
360,802,1107,151,5.4,0,0,0,7,38.9
390,842,1028,160,6.24,0,0,0,7,38.8
388,788,1089,155,5.82,0,0,0,7,42.6
415,792,1051,162,6.22,0,0,0,7,43.9
277,883,1080,180,2.77,0,0,0,7,19.8
286,818,1041,160,5.72,95,0,0,7,38.7
433,751,1080,156,6.93,0,0,0,7,48.8
206,800,1106,160,5.14,137,0,0,7,23.4
255,776,1117,155,6.27,137,0,0,7,33.6
438,764,1056,162,7.01,0,0,0,7,45.9
438,764,1056,162,7.01,0,0,0,7,46.4
235,860,1095,160,0,0,0,0,7,15.9
250,854,1087,160,3,0,0,0,7,15.9
306,753,1129,170,3.672,0,0,0,7,28.4
359,716,1167,158,4.308,0,0,0,7,37.3
381,762,1097,160,4.953,0,0,0,7,38.1
372,747,1121,160,4.464,0,0,0,7,41.5
386,758,1090,166,4.632,0,0,0,7,40.4
420,743,1069,168,5.04,0,0,0,7,43.1
494,670,1141,158,7.904,0,0,0,7,59.8
330,742,1113,165,3.96,0,0,0,7,33.5
330,742,1113,165,3.96,0,0,0,7,33.5
235,860,1095,160,0,0,0,0,7,15.9
250,854,1087,160,3,0,0,0,7,20.1
306,753,1129,170,3.672,0,0,0,7,28.1
359,716,1167,158,4.308,0,0,0,7,37.3
381,762,1097,160,4.953,0,0,0,7,37.8
372,747,1121,160,4.464,0,0,0,7,41.2
386,758,1090,166,4.632,0,0,0,7,40.8
420,743,1069,168,5.04,0,0,0,7,42.8
494,670,1141,158,7.904,0,0,0,7,58.7
330,742,1113,165,3.96,0,0,0,7,33.5
235,860,1095,160,0,0,0,0,7,15.8
250,854,1087,160,3,0,0,0,7,20.1
306,753,1129,170,3.672,0,0,0,7,28.4
359,716,1167,158,4.308,0,0,0,7,37.5
381,762,1097,160,4.953,0,0,0,7,38.6
372,747,1121,160,4.464,0,0,0,7,39.9
386,758,1090,166,4.632,0,0,0,7,40.8
420,743,1069,168,5.04,0,0,0,7,43.4
494,670,1141,158,7.904,0,0,0,7,59.9
